Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Index,Instrument,Isolate,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN
SRR5872983,RNA-Seq,55,70300560,PRJNA395936,SAMN07418129,"Microbe\, viral or environmental",44857917,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040510,uncalculated,uncalculated,missing,missing,5,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5872984,RNA-Seq,55,13836625,PRJNA395936,SAMN07418132,"Microbe\, viral or environmental",8867933,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040509,uncalculated,uncalculated,missing,missing,8,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5872985,RNA-Seq,55,110481250,PRJNA395936,SAMN07418131,"Microbe\, viral or environmental",70245437,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040508,uncalculated,uncalculated,missing,missing,7,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5872986,RNA-Seq,55,71471785,PRJNA395936,SAMN07418209,"Microbe\, viral or environmental",45528484,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040507,uncalculated,uncalculated,missing,missing,85,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5872987,RNA-Seq,55,56413665,PRJNA395936,SAMN07418210,"Microbe\, viral or environmental",35992987,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040506,uncalculated,uncalculated,missing,missing,86,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5872988,RNA-Seq,55,86885755,PRJNA395936,SAMN07418313,"Microbe\, viral or environmental",52154309,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040505,uncalculated,uncalculated,missing,missing,189,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5872989,RNA-Seq,55,46607715,PRJNA395936,SAMN07418314,"Microbe\, viral or environmental",28067262,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040504,uncalculated,uncalculated,missing,missing,190,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5872990,RNA-Seq,55,65562145,PRJNA395936,SAMN07418205,"Microbe\, viral or environmental",40097417,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040503,uncalculated,uncalculated,missing,missing,81,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5872991,RNA-Seq,55,88283855,PRJNA395936,SAMN07418206,"Microbe\, viral or environmental",56240531,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040502,uncalculated,uncalculated,missing,missing,82,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5872992,RNA-Seq,55,90826945,PRJNA395936,SAMN07418207,"Microbe\, viral or environmental",57795254,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040501,uncalculated,uncalculated,missing,missing,83,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5872993,RNA-Seq,55,85352135,PRJNA395936,SAMN07418208,"Microbe\, viral or environmental",54397336,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040500,uncalculated,uncalculated,missing,missing,84,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_06mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5872994,RNA-Seq,55,58884265,PRJNA395936,SAMN07418307,"Microbe\, viral or environmental",35570070,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040499,uncalculated,uncalculated,missing,missing,183,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5872995,RNA-Seq,55,27558080,PRJNA395936,SAMN07418308,"Microbe\, viral or environmental",16647321,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040498,uncalculated,uncalculated,missing,missing,184,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5872996,RNA-Seq,55,65758825,PRJNA395936,SAMN07418305,"Microbe\, viral or environmental",39596322,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040497,uncalculated,uncalculated,missing,missing,181,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5872997,RNA-Seq,55,97110200,PRJNA395936,SAMN07418306,"Microbe\, viral or environmental",58335008,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040496,uncalculated,uncalculated,missing,missing,182,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5872998,RNA-Seq,55,17471465,PRJNA395936,SAMN07418311,"Microbe\, viral or environmental",10601066,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040495,uncalculated,uncalculated,missing,missing,187,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5872999,RNA-Seq,55,101182730,PRJNA395936,SAMN07418312,"Microbe\, viral or environmental",60960208,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040494,uncalculated,uncalculated,missing,missing,188,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873000,RNA-Seq,55,70123075,PRJNA395936,SAMN07418309,"Microbe\, viral or environmental",42227181,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040493,uncalculated,uncalculated,missing,missing,185,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873001,RNA-Seq,55,38636895,PRJNA395936,SAMN07418310,"Microbe\, viral or environmental",23442859,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040492,uncalculated,uncalculated,missing,missing,186,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873002,RNA-Seq,55,103591565,PRJNA395936,SAMN07418212,"Microbe\, viral or environmental",65868254,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040491,uncalculated,uncalculated,missing,missing,88,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_2mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_2mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873003,RNA-Seq,55,108468470,PRJNA395936,SAMN07418236,"Microbe\, viral or environmental",68739896,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040490,uncalculated,uncalculated,missing,missing,112,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_start_0h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_start_0h,Yeast culture,SRP113638,BY4741
SRR5873004,RNA-Seq,55,83479825,PRJNA395936,SAMN07418235,"Microbe\, viral or environmental",53152957,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040489,uncalculated,uncalculated,missing,missing,111,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_5mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_5mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5873005,RNA-Seq,55,29964220,PRJNA395936,SAMN07418238,"Microbe\, viral or environmental",18315342,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040488,uncalculated,uncalculated,missing,missing,114,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873006,RNA-Seq,55,85737960,PRJNA395936,SAMN07418237,"Microbe\, viral or environmental",51976338,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040487,uncalculated,uncalculated,missing,missing,113,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873007,RNA-Seq,55,30649080,PRJNA395936,SAMN07418240,"Microbe\, viral or environmental",18593736,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040486,uncalculated,uncalculated,missing,missing,116,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873008,RNA-Seq,55,98552300,PRJNA395936,SAMN07418239,"Microbe\, viral or environmental",59798688,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040485,uncalculated,uncalculated,missing,missing,115,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873009,RNA-Seq,55,80401640,PRJNA395936,SAMN07418242,"Microbe\, viral or environmental",48738299,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040484,uncalculated,uncalculated,missing,missing,118,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5873010,RNA-Seq,55,81929650,PRJNA395936,SAMN07418241,"Microbe\, viral or environmental",49534801,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040483,uncalculated,uncalculated,missing,missing,117,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5873011,RNA-Seq,55,38746070,PRJNA395936,SAMN07418244,"Microbe\, viral or environmental",23707261,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040482,uncalculated,uncalculated,missing,missing,120,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5873012,RNA-Seq,55,77386705,PRJNA395936,SAMN07418243,"Microbe\, viral or environmental",47439641,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040481,uncalculated,uncalculated,missing,missing,119,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_06mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_06mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5873013,RNA-Seq,55,22617540,PRJNA395936,SAMN07418324,"Microbe\, viral or environmental",13715945,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040480,uncalculated,uncalculated,missing,missing,200,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5873014,RNA-Seq,55,73145490,PRJNA395936,SAMN07418323,"Microbe\, viral or environmental",44099391,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040479,uncalculated,uncalculated,missing,missing,199,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5873015,RNA-Seq,55,64095845,PRJNA395936,SAMN07418218,"Microbe\, viral or environmental",41037175,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040478,uncalculated,uncalculated,missing,missing,94,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA12346-GFP_mCh_0_2mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA12346-GFP_mCh_0_2mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5873016,RNA-Seq,55,60877410,PRJNA395936,SAMN07418316,"Microbe\, viral or environmental",36726442,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040477,uncalculated,uncalculated,missing,missing,192,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5873017,RNA-Seq,55,92241215,PRJNA395936,SAMN07418315,"Microbe\, viral or environmental",55595524,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040476,uncalculated,uncalculated,missing,missing,191,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_2mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_2mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5873018,RNA-Seq,55,19133675,PRJNA395936,SAMN07418318,"Microbe\, viral or environmental",11676217,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040475,uncalculated,uncalculated,missing,missing,194,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873019,RNA-Seq,55,57784870,PRJNA395936,SAMN07418317,"Microbe\, viral or environmental",34784584,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040474,uncalculated,uncalculated,missing,missing,193,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873020,RNA-Seq,55,58984695,PRJNA395936,SAMN07418320,"Microbe\, viral or environmental",35603601,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040473,uncalculated,uncalculated,missing,missing,196,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873021,RNA-Seq,55,48005760,PRJNA395936,SAMN07418319,"Microbe\, viral or environmental",28970693,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040472,uncalculated,uncalculated,missing,missing,195,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873022,RNA-Seq,55,47202815,PRJNA395936,SAMN07418322,"Microbe\, viral or environmental",28497276,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040471,uncalculated,uncalculated,missing,missing,198,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5873023,RNA-Seq,55,63364290,PRJNA395936,SAMN07418321,"Microbe\, viral or environmental",38290326,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040470,uncalculated,uncalculated,missing,missing,197,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_5mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_5mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5873024,RNA-Seq,55,36241975,PRJNA395936,SAMN07418164,"Microbe\, viral or environmental",21656254,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040469,uncalculated,uncalculated,missing,missing,40,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_spl2_Rep_0_2mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_spl2_Rep_0_2mM_recovery_3h,Yeast culture,SRP113638,BY4741
SRR5873025,RNA-Seq,55,34155495,PRJNA395936,SAMN07418163,"Microbe\, viral or environmental",20385535,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040468,uncalculated,uncalculated,missing,missing,39,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_spl2_Rep_0_2mM_recovery_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_spl2_Rep_0_2mM_recovery_2h,Yeast culture,SRP113638,BY4741
SRR5873026,RNA-Seq,55,51123545,PRJNA395936,SAMN07418156,"Microbe\, viral or environmental",30548557,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040467,uncalculated,uncalculated,missing,missing,32,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_recovery_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_recovery_5h,Yeast culture,SRP113638,BY4741
SRR5873027,RNA-Seq,55,47460050,PRJNA395936,SAMN07418155,"Microbe\, viral or environmental",28377796,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040466,uncalculated,uncalculated,missing,missing,31,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_recovery_4h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_recovery_4h,Yeast culture,SRP113638,BY4741
