geneID	10m	20m	30m	40m	50m	60m	80m	100m	120m	160m	geneName	function
YAL014C	0.4	-0.32	0.65	-0.45	0.19	0.4	-0.6	-0.18	-0.43	-0.64	SYN8	Endosomal SNARE related to mammalian syntaxin 8
YAL016W	0.89	0.7		0.54	0.63	0.34	-0.38	-0.23	-0.32	-0.6	TPD3	"Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III"
YAL017W	0.7	1.16	1.42	1.31	0.78	0.44	0.01	0.04	0.37	-0.26	PSK1	One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status
YAL018C	0.38			-0.89	0.53	0.51	-0.49	-0.07	-0.29	-0.51	LDS1	Putative protein of unknown function
YAL019W	-0.36	0.11	-0.29	0.24	-0.08	0.15	-0.52	-0.26	-0.33	-0.51	FUN30	"Conserved member of the Snf2p family with ATP-dependent chromatin remodeling activity; has a role in silencing; potential Cdc28p substrate; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"
YAL020C	0.16	0.88	0.35	-0.79	-0.27	0.08	-0.5	0.02	-0.13	-0.46	ATS1	"Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA; has a potential role in regulatory interactions between microtubules and the cell cycle"
YAL021C	0.22	0.69	0.04	0	-0.2	0.55	-0.28	-0.14	-0.25	-0.59	CCR4	"Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"
YAL022C	0.64	-0.14	0.54	-0.71	0.36		-0.22	0.2	0.04	-0.29	FUN26	"Vacuolar membrane transporter with broad nucleoside selectivity; may regulate balance of nicotinamide riboside (NmR) levels between cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis"
YAL023C	0.4	-0.19	-0.22	-0.3	-0.25	0.12	-0.15	-1.17	2.11	-0.66	PMT2	"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein Ser/Thr residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5; target for new antifungal"
YAL024C	0.16	-0.18	0.24	-0.32	-0.15	-0.07	0.14	0.2	-0.85	-0.08	LTE1	Protein similar to GDP/GTP exchange factors but without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures
YAL025C				-1.6		-0.17			0.32		MAK16	"Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus"
YAL026C	0.39	-0.1	0.32	-0.09	-0.17	-0.25	0.01	-0.62	0.21	0.18	DRS2	Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease
YAL027W	-0.06	0.29	0.36	0.81	0.34	0.29	0.26	-0.06	0.06	0.25	SAW1	Protein involved in Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during double-strand break repair via single-strand annealing; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
YAL028W	0.12	0.33	0.36	0.57	-0.18	0.29	0.08	-0.2	-0.03	0.34	FRT2	"Tail-anchored ER membrane protein, interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate"
YAL029C	0.18	0.11	0.04	1.51	-0.05	-0.16	-0.13	-0.34	0.01	-0.16	MYO4	"One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p"
YAL030W	-0.1	-0.03	0.01		0.52	0.25	0.34	-0.09	0.24	0.25	SNC1	Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins
YAL031C	0.41	-0.32	0	-0.34	-0.04	-0.34	0.07	-0.45	0.28	0.25	GIP4	Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
YAL032C	-0.25	-0.18	-0.07	-0.2	-0.09	0.04	0.15	-0.27	0	-0.01	PRP45	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
YAL033W	0.09	-0.49	-0.18	-0.17	-0.14	-0.28	0.9	-0.38	0.49	-0.17	POP5	"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
YAL034C	0.1	-0.2	0.08	1.08	-0.09	-0.32	0.39	-0.1	0.32	0.31	FUN19	Non-essential protein of unknown function; expression induced in response to heat stress
YAL035W	-0.17	-0.36		0	-0.35	-0.07	-0.3	-0.03	-0.25	-0.71	FUN12	"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2"
YAL036C	-0.84	-1.47	-1.36	-1.47	-0.86	-0.58	-0.15	-0.47	-0.06	-0.22	RBG1	"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid"
YAL037W	0.04	0.03	-0.01	-0.34	0.01	-0.34	0.21	-0.18	0.1	0.39	YAL037W	Putative protein of unknown function
YAL038W	0.15	-0.71	-0.51	-0.81	-0.89	-0.23	-0.12	-0.45	0.03	0.14	CDC19	"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration"
YAL039C	-0.12	-0.34	-0.32	-0.42	-0.47	0.03	0.28	-0.03	0.1	0.3	CYC3	"Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)"
YAL040C	-0.43	-0.38	0.12	-0.94	-0.42	-0.36	-0.06	-0.14	0.16	0.16	CLN3	"G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis"
YAL041W	-0.2	-0.22	0	-0.34	-0.06	-0.14	0.04	-0.32	-0.2	-0.01	CDC24	"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing"
YAL042W	-0.1	-0.45	-0.17	-0.4	-0.29	-0.4	0.03	-0.4	0.14	-0.03	ERV46	"Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport"
YAL044C		-0.6	-0.2	-0.81	-0.18	0.19	0.46	4.17	-0.15		GCV3	"H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF"
YAL045C		-0.27	0.52	-0.01		-0.74	0				YAL045C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A"
YAL046C											BOL3	Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss
YAL047C		-1.94		-0.25						1.42	SPC72	"Component of the cytoplasmic Tub4p (gamma-tubulin) complex, binds spindle pole bodies and links them to microtubules; has roles in astral microtubule formation and stabilization"
YAL048C	-0.01	-0.54	-0.25	0.27	0.07	-0.22	-0.23	0.14	-0.04	0	GEM1	"Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death"
YAL049C	-0.18	0.16	0.3	0.79	0.61	0.46	0.21	0.64	0.24	0.33	AIM2	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor
YAL051W	0.57	0.05	-0.27	0.11	-0.19	-0.23	-0.62	0.05	-0.4	-0.26	OAF1	"Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p; activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis"
YAL053W	-0.18	0.32	0.5	0.68	0	0.38	0.04	0.17	0.37	-0.08	FLC2	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance
YAL054C	0	-0.18	-0.3	-0.38	0.01	-0.49	-0.07	0.44	0.06	0.11	ACS1	"Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions"
YAL055W	-0.4	-0.38	-0.04	-0.92	-0.54	0.33	0	0.42	-0.14	0.12	PEX22	"Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation"
YAL056W	0.19	0.22	0.02	0.67	0.18	-0.27	-0.21	0.22	-0.07	-0.08	GPB2	"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p"
YAL058W	0.42	-0.16	-1.03	0.15	-0.43	0.13	-0.4	0.25	-0.29	0.1	CNE1	"Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast"
YAL059W	-0.38	-0.54	-0.69		-0.94	-0.58	-0.22	0.21	0.12	-0.06	ECM1	Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm
YAL060W	-0.27		0.32	0.73	0.55	1.28	0.86	1.38	0.62	0.82	BDH1	"NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source"
YAL061W	-0.3	-0.23	-0.42		-0.47	-0.4	-0.17	0.32	0.15	0.2	BDH2	Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
YAL062W	0.07	-0.4	0.06	-0.32	-0.84	-0.09	0.03	0.54	-0.15	-0.01	GDH3	"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources"
YAL063C	-0.34	-0.58	-0.18	-0.81	-0.02	-0.05	-0.07	0.07	0.31	-0.03	FLO9	"Lectin-like protein with similarity to Flo1p, thought to be expressed and involved in flocculation"
YAL065C	0.06	-0.62	0.08	-0.58	0.52	0.33	0.09	0.3	0.15	0.03	YAL065C	Putative protein of unknown function; has homology to FLO1; possible pseudogene
YAL066W	-0.2	0.12	0.7	0.24	0.49	-0.07	-0.32	0.46	-0.47	0.48	YAL066W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YAL067C	0.41	0.44	-0.2	-0.58		0.03	0.01	0.78		0.12	SEO1	"Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide"
YAL068C	-0.54	-0.45	-0.17	1.24	-0.29	0.41	0.21	0.19	-0.06	0.03	PAU8	"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions"
YAR002W	-0.58	-0.3	-0.71	-1	-0.32	-0.3	-0.1	0.2	-0.32	0.04	NUP60	"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; involved in nuclear export and cytoplasmic localization of specific mRNAs such as ASH1"
YAR003W	0.24	-0.03	0.42	-0.43	0.2	0	-0.03	0.3	0.81	0	SWD1	"Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7"
YAR007C	0.1	-0.12	-0.32	0.63	0.6	0.29	0.03	0.51	0.12	0.08	RFA1	"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination"
YAR008W	-0.29	-0.34	-0.27	-1.03	-0.32	-0.18	-0.12	0.29	-0.18	0.01	SEN34	"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease"
YAR009C	-0.01	-0.03	-0.74	0.74	0.3	0.27	0.27	0.6	0.3	0.19	YAR009C	Retrotransposon TYA Gag and TYB Pol genes; in YARCTY1-1 TYB is mutant and probably non-functional
YAR010C		0.32	0.26	0.39	0.12				0.39		YAR010C	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional
YAR014C	0.01	-0.27	-0.88	-1	-0.32	-0.14	-0.3	-0.02	0.08	-0.48	BUD14	"Protein involved in bud-site selection, Bud14p-Glc7p complex is a cortical regulator of dynein; inhibitor of the actin assembly factor Bnr1p (formin); diploid mutants display a random budding pattern instead of the wild-type bipolar pattern"
YAR015W	-0.55	-0.43	-0.96	0.54	-0.38	0.38	0.3	0.76	0.59	0.24	ADE1	"N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine"
YAR018C	0.04	-0.56	-0.71	-0.47	-0.94	-0.81	-0.29	0.32	-0.04	-0.12	KIN3	Nonessential serine/threonine protein kinase; possible role in DNA damage response
YAR019C	-0.08	0.52	0.08	0.32	-0.16	-0.19	-0.21	-0.05	0.23	-0.2	CDC15	Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II
YAR020C	-0.04	-0.42	-0.3	-0.69	-0.6	-0.47	-0.36	0.1	-0.09	-0.1	PAU7	"Member of the seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme"
YAR023C	-0.23	-2.12	0.43	0.84	-0.09	-0.23	-0.23	-0.14	-0.2	0.08	YAR023C	"Putative integral membrane protein, member of DUP240 gene family"
YAR027W	-0.22	0.21	0.51	1.56	0.2	-0.12	-0.09	0.34	0.06	0.2	UIP3	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family
YAR028W	0.1	0.93	1.01	1.35	0.16	0.04	-0.07	-0.22	-0.2	0.18	YAR028W	"Putative integral membrane protein, member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"
YAR029W	-0.3	-0.32	-0.51	-0.3	-0.67	-0.67	-0.27	0.3	0.28	-0.07	YAR029W	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
YAR030C	-0.4	-1.32	-0.36	0.36	-0.58	0.01	-0.2	-0.15	-0.15	0.18	YAR030C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9"
YAR031W	-0.29	0.14	-0.14	0.28	0.01	-0.38	-0.23	0.25	-0.2	0.15	PRM9	"Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family"
YAR033W	-0.42	0.14	0.15	0.87	0.11	0.29	-0.04	-0.14	-0.01	0.06	MST28	"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles"
YAR035W	0.55	-1.48	0.08	-0.03	-0.1	-0.31	-0.18	-0.02	-0.16	-0.14	YAT1	"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"
